,Unnamed: 0,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
122231,157876,0.516,['Teddy Pendergrass'],0.541,321453,0.284,0,5YJjCGmO9QfEvB7Ap1oHpp,4.16e-06,2,0.172,-16.192,1,Hold Me - 45 Version,37,1984,0.0291,116.267,0.228,1984,['disco' 'jazz']
94806,122075,0.0316,['Village People'],0.74,251467,0.705,0,5v67uga7IFT3FQhDDBgaY8,2.380000000000001e-05,1,0.0607,-11.647,1,Go West,37,1979-01-01,0.0396,127.968,0.866,1979,['disco' 'pop']
53689,68743,1.94e-05,['Fatboy Slim'],0.519,207400,0.993,0,1ijqDTrmdvWpsoxtNdiWTG,0.0778,5,0.8490000000000001,-5.316,1,"Because We Can - From ""Moulin Rouge"" Soundtrack",37,2001-01-01,0.0461,140.107,0.85,2001,['disco' 'rock']
100650,130141,0.304,['The Isley Brothers'],0.613,139747,0.551,0,5M8bHVAmWQVaqp2CQgSfDD,0.0,0,0.415,-9.054,1,That's The Way Love Is,37,1967-01-01,0.0333,131.414,0.873,1967,['disco']
102269,131948,0.236,['Loose Ends'],0.773,361893,0.583,0,4p6oBRvpqyngp4qstr5GBe,0.00232,8,0.0568,-12.162,0,Hangin' On A String (Contemplating),37,1985-01-01,0.0561,103.108,0.961,1985,['disco' 'jazz']
108487,140159,0.00797,['France Joli'],0.716,590987,0.653,0,5wmVHVCMNO6TfCBcXU0cCk,0.00204,1,0.0681,-8.827,1,Come to Me,37,1979-01-01,0.0579,132.27,0.596,1979,['disco']
108501,140173,0.331,['Isaac Hayes'],0.607,370907,0.47,0,4GI4Lpv6JwwVq3jgWajwif,0.0035700000000000007,5,0.106,-13.157,0,A Few More Kisses To Go,37,1979-01-01,0.039,132.207,0.451,1979,['disco' 'jazz']
9824,12816,0.451,['Lionel Richie'],0.821,495893,0.612,0,3l3YQqkXQFafm0Za1JJmh7,0.0016,2,0.26,-9.689,0,"Se La - 12"" Version",37,1986,0.0408,131.705,0.7509999999999999,1986,['disco' 'rock']
101181,130758,0.333,['The Manhattans'],0.515,220973,0.467,0,6lwRovc8iWQhFpzCVs8zQK,5.08e-06,7,0.0569,-11.99,0,There's No Me Without You,37,1973,0.0522,125.491,0.475,1973,['disco']
108507,140181,0.0757,['Barry Manilow'],0.603,277627,0.972,0,0oHMsEtxN7G9ru6wIsJ5oO,0.0162,11,0.272,-8.014,0,Who's Been Sleeping In My Bed - Digitally Remastered: 1998,37,1979,0.227,142.672,0.416,1979,['disco' 'pop' 'rock']
94853,122125,0.0818,['Teena Marie'],0.7170000000000001,365867,0.867,0,6nXCHvql32RBADi95fvHo9,4.55e-05,10,0.0744,-7.981,1,Behind The Groove,37,1980-02-14,0.139,115.443,0.828,1980,['disco' 'jazz']
46631,59854,0.0836,['Spandau Ballet'],0.6809999999999999,435213,0.715,0,1SDvf1nGqBnxLg3N5d2hkA,0.16,10,0.107,-10.985,0,"Gold - 12"" Mix",37,1986,0.0376,142.578,0.435,1986,['disco' 'pop' 'rock']
121712,157303,0.182,['Bee Gees'],0.816,225040,0.741,0,6YtXiuvDj7sKYBJ1XwAuDI,0.166,5,0.138,-7.045,1,"Jive Talkin' - From ""Saturday Night Fever"" Soundtrack",37,1979-01-01,0.0598,105.883,0.726,1979,['disco' 'rock']
40627,52188,0.256,['Tina Turner'],0.57,321333,0.396,0,3r2kWtnQTdEEUjOnO0dt97,4.17e-05,10,0.0671,-15.71,1,I'll Be Thunder,37,1986-01-10,0.0327,119.696,0.231,1986,['disco' 'pop' 'rock']
4133,5495,0.223,['KC & The Sunshine Band'],0.6609999999999999,307525,0.828,0,0RQTbMBgSq7xgdZSHFZg4R,9.97e-05,5,0.376,-11.376,0,That's the Way (I Like It),37,1994-12-13,0.0343,108.265,0.858,1994,['disco' 'rock']
115908,149647,0.0419,['Samantha Fox'],0.8240000000000001,310387,0.82,0,4FGAOmf2vxT7FF8w2vL6R6,0.00492,1,0.14,-6.678,1,Naughty Girls (Need Love Too),37,1987,0.106,112.822,0.909,1987,['disco' 'hiphop' 'pop']
28103,36318,0.35700000000000004,['Sharon Redd'],0.733,386173,0.833,0,47kvUFYqX4rlkA727oN1Dp,0.0179,10,0.0517,-11.118,0,Can You Handle It,37,1981-01-01,0.0456,108.782,0.962,1981,['blues' 'disco']
16270,21055,0.737,['Dionne Warwick'],0.68,179507,0.328,0,2wc9DHQnBTnMKDIYcXFzoq,0.0,5,0.581,-13.69,1,(There's) Always Something There to Remind Me,37,1989,0.0673,84.04,0.821,1989,['disco' 'pop' 'rock']
9802,12794,0.0497,['Wham!'],0.799,365040,0.58,0,5EVdXMj2nUjHiCEvE60kQC,1.15e-05,2,0.0612,-14.719,1,I'm Your Man,37,1986-07-01,0.0624,132.265,0.516,1986,['disco' 'pop' 'rock']
47754,61207,0.305,"['Musiq Soulchild', 'Osunlade']",0.5539999999999999,221240,0.472,0,6dFs9SRuQ8FKK3WORqoa3D,0.000492,0,0.119,-8.215,1,Mary Go Round,37,2000-11-14,0.285,141.283,0.4970000000000001,2000,['disco' 'hiphop' 'jazz' 'pop' 'rock']
34513,44389,0.134,['Stars On 45'],0.69,386053,0.785,0,1YaK2hxBcOHFQXKfeSA3Oh,5.25e-05,6,0.353,-5.549,0,The Beatles (Part 2) - Original Album Track,37,1984,0.123,120.092,0.826,1984,['disco']
15676,20376,0.0102,['Gwen Guthrie'],0.8270000000000001,425267,0.66,0,3eu8DBTULbgxRxRpi86fts,0.00136,9,0.257,-7.64,1,It Should Have Been You - Larry Levan Mix / Bonus Track,37,1982-01-01,0.0986,118.609,0.742,1982,['disco']
128037,165403,0.00205,['Fatback Band'],0.598,225800,0.657,0,6BNg8HwUo6Txd9mYAPgpMh,0.625,11,0.0532,-11.702,1,Let the Drums Speak,37,1975-01-01,0.331,111.791,0.73,1975,['disco' 'hiphop' 'jazz']
2398,3499,0.532,['Hot Chocolate'],0.738,299200,0.609,0,2qwm8bWdjxAJR3FEP33VGe,0.00107,9,0.0753,-7.595,0,Brother Louie,37,1974,0.0369,108.113,0.872,1974,['disco' 'pop' 'rock']
128545,165950,0.15,['Quincy Jones'],0.835,255800,0.478,0,3QVrHveKwEblqYStYJbNop,0.000434,7,0.0519,-13.67,0,Razzamatazz,37,1981-03-28,0.051,120.169,0.83,1981,['disco' 'jazz']
9558,12504,0.8140000000000001,"['Peabo Bryson', 'Roberta Flack']",0.524,201933,0.171,0,2RcwUh5tvQz9VcDrmhp9fV,2.22e-06,8,0.0871,-16.46,1,Maybe,37,1983-07-22,0.0336,132.657,0.14300000000000002,1983,['disco' 'jazz' 'rock']
128438,165839,0.13699999999999998,['Diana Ross'],0.695,360027,0.8240000000000001,0,1HoZjhl0cjWU3MfUMCc8cl,0.0363,5,0.162,-8.376,1,I'm Coming Out - Original CHIC Mix,37,1980-05-22,0.0394,109.232,0.816,1980,['disco' 'rock']
94893,122168,0.0806,['The Gap Band'],0.777,333227,0.703,0,7HSPg09lgr8VySgmQXNfE9,0.000536,11,0.312,-11.609000000000002,0,Burn Rubber On Me (Why You Wanna Hurt Me),37,1980-12-08,0.0385,117.206,0.949,1980,['disco' 'jazz']
102298,131982,0.119,['Teena Marie'],0.76,290893,0.853,0,6JGEFDAbkolVtylkQfnnom,0.00212,9,0.0996,-4.5939999999999985,0,Lovergirl,37,1985-11-11,0.0658,123.301,0.8420000000000001,1985,['disco' 'jazz']
116045,149808,0.00241,"['Jody Watley', 'Louil Silas Jr.']",0.7,261440,0.727,0,0vbbwEUSkZf3oA1dLlIoFL,0.00131,7,0.0267,-8.341000000000001,1,Real Love,37,1989-01-01,0.0737,109.165,0.7040000000000001,1989,['country' 'disco' 'hiphop' 'jazz' 'pop']
122281,157935,0.0156,['Rick James'],0.701,343107,0.82,0,4Xc9W27x9z7Qc8c1hyGCrG,0.0294,1,0.0907,-7.3039999999999985,1,Glow,37,1985-05-21,0.0375,117.742,0.78,1985,['disco']
94786,122053,0.16899999999999998,"[""The O'Jays""]",0.6709999999999999,325387,0.619,0,4EkLSFVmsXd2c0GZSPpCFI,0.0,7,0.173,-8.847000000000003,1,I Want You Here With Me,37,1979,0.0534,85.21,0.883,1979,['disco']
114902,148518,0.171,['The Jacksons'],0.601,204413,0.643,0,4OdhWe5GZTkwAuNXLQZImM,0.0,9,0.536,-8.912,0,Enjoy Yourself,37,1976-11-05,0.224,203.669,0.8220000000000001,1976,['disco']
86597,111307,0.0668,['The Supremes'],0.715,177133,0.579,0,59tAS0swoeibMJQzySh6FH,0.0,0,0.0942,-9.866,0,Love Is Like An Itching In My Heart,36,1966-08-25,0.0289,129.684,0.8059999999999999,1966,['disco' 'pop' 'rock']
29681,38172,0.7240000000000001,['Leo Sayer'],0.605,251733,0.197,0,3cOdKdkpf39zuGnMoRgkwX,3.87e-06,1,0.223,-16.459,1,When I Need You - Remastered,36,2000-02-15,0.0403,109.764,0.171,2000,['disco' 'pop' 'rock']
47827,61299,0.6679999999999999,['The Isley Brothers'],0.682,338373,0.368,0,5oNdb4lkFP1RfL3ZBrz1QU,0.000172,11,0.136,-11.147,0,"For the Love of You, Pts. 1 & 2",36,2001,0.0518,102.573,0.6859999999999999,2001,['disco']
59485,76113,0.0516,['The Isley Brothers'],0.64,263000,0.617,0,00lyarD4289QvlInsLDf9z,0.0,1,0.32299999999999995,-4.6160000000000005,1,Secret Lover,36,2001-01-01,0.0362,76.99600000000002,0.902,2001,['disco']
101518,131133,0.14800000000000002,['The Emotions'],0.75,241933,0.722,0,4XRIJv9wuuVilF6ohFeaVK,0.00296,1,0.667,-8.842,1,I Don't Wanna Lose Your Love,36,1976,0.0574,120.022,0.934,1976,['disco' 'jazz']
102400,132095,0.35100000000000003,['The S.O.S Band'],0.6729999999999999,266400,0.498,0,1dUY3yNkxKVOk3axDfsXVh,0.000188,4,0.0864,-12.022,0,Sands Of Time,36,1986-04-09,0.0324,172.917,0.851,1986,['country' 'disco' 'jazz']
