,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
2486,0.5579999999999999,Shinedown,0.6,202080,0.4920000000000001,0,0mqBx2unSAs6w8qHWDHdC7,0.0,11,0.244,-6.972,0,Save Me - Acoustic,52,2005-10-04,0.0284,116.016,0.287,2005,metal
2487,0.000295,Gojira,0.269,464453,0.922,0,7vxtxgtlAecGklW2gomanZ,0.0348,3,0.18,-3.764,1,Flying Whales,52,2005,0.0813,95.19,0.211,2005,metal
2488,1.84e-06,Strapping Young Lad,0.412,293347,0.964,1,4MVJvkKhoeLPH3BcssmVpC,0.146,6,0.502,-7.557,0,Love?,52,2005,0.16899999999999998,142.536,0.232,2005,metal
2489,0.0118,Weezer,0.282,238600,0.894,0,6qQGxKyy6LcyZVsWn93lyS,0.0,6,0.34700000000000003,-4.834,1,Pink Triangle,52,1996-09-24,0.0822,118.809,0.466,1996,"metal, pop, rock"
2490,0.000105,Papa Roach,0.5770000000000001,203293,0.888,0,7p0sSbjOo0c0edsfGapmHg,8.950000000000001e-05,1,0.135,-6.323,1,Still Swingin',52,2012-10-02,0.061,139.028,0.68,2012,"hiphop, metal, rock"
2491,0.000204,Five Finger Death Punch,0.392,234400,0.943,1,648fQrTDPYRbRUe5l6UM9x,5.25e-06,4,0.141,-4.779,0,Death Before Dishonor,52,2007-07-31,0.116,165.007,0.141,2007,metal
2492,1.94e-05,Deftones,0.449,211733,0.87,1,3Fwe3XoPOiyWUPYdBKMTqV,0.0411,5,0.0797,-4.2410000000000005,0,Around the Fur,52,1997-10-27,0.112,79.952,0.229,1997,"hiphop, metal, reggae, rock"
2493,3.69e-05,Fear Factory,0.574,237360,0.943,0,5YeQoMo5py82YmqXMTjM5S,0.0317,11,0.366,-5.238,1,Replica,52,1995,0.0769,112.009,0.72,1995,"hiphop, metal, rock"
2494,0.369,Black Sabbath,0.359,346637,0.625,0,2bku1YWarHpKlxVC2FB9dH,7.7e-05,1,0.0674,-9.643,0,Sabbath Bloody Sabbath - 2014 Remaster,52,1973-12-01,0.0351,137.764,0.524,1973,"metal, rock"
2495,0.00271,Avenged Sevenfold,0.537,297453,0.627,0,28JSZ4KyzDXnnC2XnJX1db,2.12e-06,7,0.115,-7.229,1,Crimson Day,52,2013-08-23,0.0288,134.945,0.168,2013,metal
2496,0.0013800000000000002,Matchbox Twenty,0.514,224907,0.7509999999999999,0,3iN6UdRp0kJZlWRitU8zz9,0.0,8,0.145,-6.839,1,3AM - 2007 Remaster,52,2007-10-02,0.0294,108.342,0.465,2007,"metal, pop, rock"
2497,0.0151,Muse,0.4,281027,0.979,0,6IfitwQQ1Gu9g9QnLWDHRY,0.0164,11,0.342,-5.052,1,Glorious,52,2006-06-19,0.0968,100.937,0.0791,2006,"metal, pop, rock"
2498,0.172,Godsmack,0.777,279853,0.6609999999999999,0,7cPt6AnMcdZCqsNY9Lyhjk,1.58e-06,0,0.147,-8.345,0,Voodoo,52,2007-01-01,0.0493,120.015,0.848,2007,"hiphop, metal"
2499,0.00254,Northlane,0.53,243939,0.907,0,1ZiTdxdpKQuovW4ERgBIO2,3.91e-05,8,0.1,-3.0660000000000003,1,Quantum Flux,52,2013-03-22,0.0589,109.997,0.264,2013,metal
2500,0.0919,Everclear,0.6459999999999999,200267,0.945,0,6BdD561PmmMhpUYI7Qhaut,1.53e-05,0,0.0599,-5.689,1,Everything To Everyone,52,1997-10-07,0.0473,100.027,0.7959999999999999,1997,"metal, pop, rock"
2501,1.33e-05,Sevendust,0.565,248906,0.968,1,5DoTRJlzMaGAMHPTDrfvfW,0.188,1,0.08900000000000001,-5.165,1,Black,52,1997,0.0568,108.003,0.693,1997,"hiphop, metal, rock"
2502,0.0294,Pearl Jam,0.588,352587,0.6759999999999999,0,5gdmwS7vtRb8AGGRio84uX,0.0235,9,0.0725,-6.553,1,Not for You - Remastered,52,1994-11-22,0.0324,119.902,0.13,1994,"metal, pop, rock"
2503,0.184,The Presidents Of The United States Of America,0.578,202733,0.713,0,7wck5ORA8dJB8To9rc10gi,0.0,1,0.102,-6.8679999999999986,1,Video Killed The Radio Star,52,1998-02-12,0.0578,140.72,0.741,1998,"metal, pop, rock"
2504,0.0202,Black Stone Cherry,0.394,230707,0.8340000000000001,0,5lIqY3Yb3bPj5z1tiUIiCJ,0.0,1,0.309,-3.2960000000000003,1,Lonely Train,52,2006-07-17,0.0767,123.6,0.438,2006,"metal, rock"
2505,0.000595,Ozzy Osbourne,0.252,296120,0.915,0,1anIy4FRJbu7N8ASed1bcE,5.400000000000001e-05,10,0.0724,-5.9670000000000005,0,I Just Want You,52,1995-10-23,0.0574,171.142,0.428,1995,"metal, rock"
2506,0.114,Marilyn Manson,0.482,202333,0.949,0,2KUL1Ix9grxAWvIAft9EWL,8.85e-05,5,0.0942,-6.359,0,This is Halloween - Pop Version,52,2006-01-01,0.192,168.18099999999995,0.327,2006,"metal, rock"
2507,0.472,12 Stones,0.262,235107,0.688,0,471eQ7hcJ7JdGY1NzMmUeg,0.0,4,0.36,-4.949,0,World So Cold,52,2007-01-01,0.0443,186.227,0.394,2007,"hiphop, metal, rock"
2508,3.28e-05,Metallica,0.16899999999999998,350644,0.978,0,5sEcwMeC3QDnSOWlyQyQ3E,0.00395,4,0.0567,-3.37,0,Moth Into Flame,52,2016-11-18,0.0657,179.035,0.38,2016,"metal, rock"
2509,0.236,Bon Jovi,0.433,270533,0.971,0,2O83zX6uSMJiOTIBw9FoNM,0.000172,9,0.219,-2.401,0,I'd Die For You,52,1986-08-16,0.0534,132.92600000000002,0.467,1986,"metal, rock"
2510,5.41e-05,The Used,0.509,176373,0.951,1,6IK1mlU9pJPPjkYD6jrRR5,0.0,1,0.305,-3.856,0,A Box Full of Sharp Objects,52,2002-06-25,0.0827,120.03,0.435,2002,"metal, pop, rock"
2511,0.000177,All Them Witches,0.306,213493,0.937,0,2EvUjCWg5zeaeKxGeOaHPh,0.0119,8,0.0864,-8.014,1,When God Comes Back,52,2013-01-15,0.117,157.345,0.218,2013,"blues, metal, rock"
2512,0.0618,"No Doubt, Bounty Killer",0.705,207040,0.872,0,2QsoVMTKj5m5kgztTOep98,0.0,11,0.227,-3.557,0,Hey Baby,52,2001-12-11,0.126,93.628,0.75,2001,"metal, pop, reggae, rock"
2513,0.0246,Future Leaders of the World,0.5529999999999999,243173,0.871,0,5Qyywa7BZCkXE5K6O6OHPb,0.000107,1,0.181,-5.31,1,Let Me Out,52,2004-10-05,0.0589,144.064,0.474,2004,metal
2514,0.0107,Korn,0.7559999999999999,197907,0.8109999999999999,1,2WSWm0zlL3CJRACHS5KXbB,0.0,0,0.5379999999999999,-3.685,1,Y'all Want a Single,52,2003-11-19,0.0836,118.034,0.715,2003,"hiphop, metal, rock"
2515,0.0004,Shinedown,0.527,227107,0.763,0,2v2tACRdYHWFMuUIvSI4fL,4.52e-06,11,0.108,-5.303,0,Burning Bright,52,2003-05-27,0.0325,113.406,0.26,2003,metal
